id,query,hits@5,label candidates,code@1,code@2,code@3,code@4,code@5
339,How can I reload objects in my namespace in ipython,1,"import imp
imp.reload(module)","import imp
imp.reload(module)",sys.path.append('/path/to/whatever'),"sys.path.append(os.path.join(os.path.dirname(__file__), 'subdir'))","getattr(my_object, my_str)","pickle.dump(mylist, open('save.txt', 'wb'))"
337,How to convert a Python datetime object to seconds,1,"(t - datetime.datetime(1970, 1, 1)).total_seconds()","(t - datetime.datetime(1970, 1, 1)).total_seconds()","time.strptime('30/03/09 16:31:32.123', '%d/%m/%y %H:%M:%S.%f')","time.strftime('%Y-%m-%d %H:%M:%S', time.gmtime(1236472051807 / 1000.0))","datetime.datetime.strptime(string_date, '%Y-%m-%d %H:%M:%S.%f')","time.strftime('%Y-%m-%d %H:%M:%S', time.localtime(1347517370))"
268,pandas plot dataframe barplot with colors by category,1,"df['group'].plot(kind='bar', color=['r', 'g', 'b', 'r', 'g', 'b', 'r'])","df['group'].plot(kind='bar', color=['r', 'g', 'b', 'r', 'g', 'b', 'r'])","df.plot(kind='barh', stacked=True)",df.plot(legend=False),"df.reset_index(level=['tick', 'obs'])","pd.DataFrame({'email': sf.index, 'list': sf.values})"
255,Mapping dictionary value to list,1,[dct[k] for k in lst],[dct[k] for k in lst],"dict([('Name', 'Joe'), ('Age', 22)])",{i[1]: i[0] for i in list(myDictionary.items())},{i: d[i] for i in d if i != 'c'},"[(x['x'], x['y']) for x in d]"
269,Python regex for MD5 hash,1,"re.findall('([a-fA-F\\d]{32})', data)","re.findall('([a-fA-F\\d]{32})', data)",""""""""""""".join([x for x in 'aas30dsa20' if x.isdigit()])","re.findall('\\b(\\w+)d\\b', s)","[m.group(0) for m in re.finditer('(\\d)\\1*', s)]","re.findall('n(?<=[^n]n)n+(?=[^n])(?i)', s)"
273,How do I remove/delete a folder that is not empty with Python?,1,shutil.rmtree('/folder_name'),shutil.rmtree('/folder_name'),"if (not os.path.exists(directory)):
    os.makedirs(directory)","try:
    os.makedirs(path)
except OSError:
    if (not os.path.isdir(path)):
        raise",os.chdir(owd),"for fn in os.listdir('.'):
    if os.path.isfile(fn):
        pass"
274,in pandas how can I groupby weekday() for a datetime column?,1,data['weekday'] = data['my_dt'].apply(lambda x: x.weekday()),"df.xs('sat', level='day', drop_level=False)",df['date'].apply(lambda x: x.toordinal()),data['weekday'] = data['my_dt'].apply(lambda x: x.weekday()),"[d.strftime('%Y%m%d') for d in pandas.date_range('20130226', '20130302')]",df.groupby('id').first()
275,How to sort Counter by value? - python,1,"sorted(x, key=x.get, reverse=True) <EOC> sorted(list(x.items()), key=lambda pair: pair[1], reverse=True)",mylist.sort(key=lambda x: x['title']),"sorted(list(x.items()), key=lambda pair: pair[1], reverse=True)","ut.sort(key=lambda x: x.count, reverse=True)",sorted(d.items()),l.sort(key=lambda x: x['title'])
276,Append a NumPy array to a NumPy array,1,"np.vstack((a, b))",numpy.array(a)[0].tolist(),"np.column_stack(([1, 2, 3], [4, 5, 6]))",numpy.array(a).reshape(-1).tolist(),"numpy.zeros((3, 3, 3))","np.vstack((a, b))"
277,numpy concatenate two arrays vertically,1,"print(concatenate((a, b), axis=0)) <EOC> print(concatenate((a, b), axis=1)) <EOC> c = np.r_[(a[None, :], b[None, :])] <EOC> np.array((a, b))","np.concatenate((A, B))","np.vstack((A, B))","np.vstack((a, b))","np.array([zip(x, y) for x, y in zip(a, b)])","np.array((a, b))"
278,"How can I do DNS lookups in Python, including referring to /etc/hosts?",1,"print(socket.getaddrinfo('google.com', 80))","print(socket.getaddrinfo('google.com', 80))","for i in range(256):
    for j in range(256):
        ip = ('192.168.%d.%d' % (i, j))
        print(ip)",subprocess.Popen(['c:\\Program Files\\VMware\\VMware Server\\vmware-cmd.bat']),"re.search('(?<!Distillr)\\\\AcroTray\\.exe', 'C:\\SomeDir\\AcroTray.exe')","print(re.search('(?P<url>https?://[^\\s]+)', myString).group('url'))"
335,Django filter by hour,1,Entry.objects.filter(pub_date__contains='08:00'),Entry.objects.filter(pub_date__contains='08:00'),AuthorizedEmail.objects.filter(group=group).order_by('-added')[0],MyModel.objects.update(timestamp=F('timestamp') + timedelta(days=36524.25)),Entry.objects.filter()[:1].get(),"then = datetime.datetime.strptime(when, '%Y-%m-%d').date()"
280,How do I return a 401 Unauthorized in Django?,1,"return HttpResponse('Unauthorized', status=401)","return HttpResponse('Unauthorized', status=401)","return HttpResponse(data, mimetype='application/json')",app.config['SECRET_KEY'] = 'Your_secret_string',app.run(debug=True),json.loads(request.body)
281,How to dynamically select template directory to be used in flask?,1,"Flask(__name__, template_folder='wherever')","Flask(__name__, template_folder='wherever')",app.run(debug=True),"sys.path.insert(1, os.path.join(os.path.dirname(__file__), 'apps'))",app.config['SECRET_KEY'] = 'Your_secret_string',"sys.path.append(os.path.join(os.path.dirname(__file__), 'subdir'))"
282,How do I INSERT INTO t1 (SELECT * FROM t2) in SQLAlchemy?,1,session.execute('INSERT INTO t1 (SELECT * FROM t2)'),session.execute('INSERT INTO t1 (SELECT * FROM t2)'),"c.execute(""INSERT INTO test VALUES (?, 'bar')"", (testfield,))","df.to_sql('test', engine, schema='a_schema')","db.execute(""INSERT INTO present VALUES('test2', ?, 10)"", (None,))",cursor.fetchone()[0]
333,How do I get JSON data from RESTful service using Python?,1,json.load(urllib.request.urlopen('url')),json.loads(request.body),json.load(urllib.request.urlopen('url')),result[0]['from_user'],"return HttpResponse(data, mimetype='application/json')","requests.post(url, data=DATA, headers=HEADERS_DICT, auth=(username, password))"
199,Pandas writing dataframe to other postgresql schema,1,"df.to_sql('test', engine, schema='a_schema')","df.to_sql('test', engine, schema='a_schema')",session.execute('INSERT INTO t1 (SELECT * FROM t2)'),"df.reset_index(level=0, inplace=True)","df.to_csv(filename, index=False)","df.set_index(list('BC')).drop(tuples, errors='ignore').reset_index()"
285,Pandas datetime column to ordinal,1,df['date'].apply(lambda x: x.toordinal()),df['date'].apply(lambda x: x.toordinal()),"[d.strftime('%Y%m%d') for d in pandas.date_range('20130226', '20130302')]","df.xs('sat', level='day', drop_level=False)","df.reset_index(level=['tick', 'obs'])",data['weekday'] = data['my_dt'].apply(lambda x: x.weekday())
272,Python string replace two things at once?,1,"""""""obama"""""".replace('a', '%temp%').replace('b', 'a').replace('%temp%', 'b')","re.sub('i', '', 'it is icy')","""""""obama"""""".replace('a', '%temp%').replace('b', 'a').replace('%temp%', 'b')","re.sub('\\bH3\\b', 'H1', text)","print('lamp, bag, mirror'.replace('bag,', ''))","mystring.replace(' ', '_')"
198,Finding multiple attributes within the span tag in Python,1,"soup.find_all('span', {'class': 'starGryB sp'})","soup.find_all('span', {'class': 'starGryB sp'})","soup.find('div', id='main-content').decompose()",print(soup.find(text='Address:').findNext('td').contents[0]),print(soup.find('name').string),element.get_attribute('innerHTML')
0,How can I send a signal from a python program?,1,"os.kill(os.getpid(), signal.SIGUSR1)","subprocess.call('sleep.sh', shell=True)",time.sleep(1),"os.kill(os.getpid(), signal.SIGUSR1)","subprocess.Popen(['background-process', 'arguments'])",subprocess.call(['./test.sh'])
102,How to increment a value with leading zeroes?,1,str(int(x) + 1).zfill(len(x)),str(int(x) + 1).zfill(len(x)),"sum(1 << i for i, b in enumerate(x) if b)",'ME' + str(i),int(round(2.51 * 100)),"struct.unpack('H', struct.pack('h', number))"
56,FTP upload files Python,1,"ftp.storlines('STOR ' + filename, open(filename, 'r'))","ftp.storlines('STOR ' + filename, open(filename, 'r'))","file = open('Output.txt', 'a')","open(filename, 'w').close()","f = open('yourfile.txt', 'w')","open('filename', 'wb').write(bytes_)"
57,Write value to hidden element with selenium python script,1,"browser.execute_script(""document.getElementById('XYZ').value+='1'"")","browser.execute_script(""document.getElementById('XYZ').value+='1'"")",driver.find_element_by_link_text('Send InMail').click(),driver.findElement(By.linkText('Send InMail')).click(),driver.execute_script('return document.documentElement.outerHTML;'),driver.find_element_by_partial_link_text('Send').click()
58,Combining two numpy arrays to form an array with the largest value from each array,1,"np.maximum([2, 3, 4], [1, 5, 2])","np.maximum([2, 3, 4], [1, 5, 2])","np.array([zip(x, y) for x, y in zip(a, b)])","np.mean(a, axis=1)","np.array((a, b))","a[np.where((a[:, (0)] == 0) * (a[:, (1)] == 1))]"
59,How to print an entire list while not starting by the first item,1,print(l[3:] + l[:3]),"next(itertools.islice(range(10), 5, 5 + 1))",list(reversed(list(range(10)))),"print([item for item in [1, 2, 3]])","print(' '.join(map(str, l)))",print(l[3:] + l[:3])
61,Create random list of integers in Python,1,[int(1000 * random.random()) for i in range(10000)],[int(1000 * random.random()) for i in range(10000)],"map(int, eval(input('Enter the unfriendly numbers: ')))",list(reversed(list(range(10)))),"(n for n in [1, 2, 3, 5])","next(itertools.islice(range(10), 5, 5 + 1))"
63,Build a GQL query (for Google App Engine) that has a condition on ReferenceProperty,1,"db.GqlQuery('SELECT * FROM Schedule WHERE station = $1', foo.key())","db.GqlQuery('SELECT * FROM Schedule WHERE station = $1', foo.key())",Entry.objects.filter(pub_date__contains='08:00'),Entry.objects.filter()[:1].get(),AuthorizedEmail.objects.filter(group=group).order_by('-added')[0],cursor.fetchone()[0]
64,How to filter rows in pandas by regex,1,df.b.str.contains('^f'),df.loc[df[0].str.contains('(Hel|Just)')],df[df['ids'].str.contains('ball')],"df.replace({'\n': '<br>'}, regex=True)",df.b.str.contains('^f'),df.groupby('A').filter(lambda x: len(x) > 1)
65,What is the best way to print a table with delimiters in Python,1,print('\n'.join('\t'.join(str(col) for col in row) for row in tab)),print('\n'.join('\t'.join(str(col) for col in row) for row in tab)),"lol = list(csv.reader(open('text.txt', 'rb'), delimiter='\t'))",myfile.write('\n'.join(lines)),' a \n b \r\n c '.split('\n'),"print('\t'.join(map(str, list)))"
67,String Formatting in Python 3,1,"""""""({:d} goals, ${:d})"""""".format(self.goals, self.penalties) <EOC> """"""({} goals, ${})"""""".format(self.goals, self.penalties) <EOC> """"""({0.goals} goals, ${0.penalties})"""""".format(self)","print('%*s : %*s' % (20, 'Python', 20, 'Very Good'))","""""""({0.goals} goals, ${0.penalties})"""""".format(self)",print('foo\nbar'.encode('string_escape')),elements = ['%{0}%'.format(element) for element in elements],"print('""{}""'.format(word))"
69,How to write a list to a file with newlines in Python3,1,myfile.write('\n'.join(lines)),myfile.write('\n'.join(lines)),"print('\t'.join(map(str, list)))","file = open('Output.txt', 'a')","target.write('%r\n%r\n%r\n' % (line1, line2, line3))","open(filename, 'w').close()"
70,Removing an element from a list based on a predicate,1,"[x for x in ['AAT', 'XAC', 'ANT', 'TTA'] if 'X' not in x and 'N' not in x]",list2 = [x for x in list1 if x != []],[x for x in mylist if len(x) == 3],all(predicate(x) for x in string),"next(i for i, x in enumerate(lst) if not isinstance(x, bool) and x == 1)","[x for x in ['AAT', 'XAC', 'ANT', 'TTA'] if 'X' not in x and 'N' not in x]"
72,Counting non zero values in each column of a dataframe in python,1,df.astype(bool).sum(axis=1),df.astype(bool).sum(axis=1),"df.fillna(df.mean(axis=1), axis=1)",df.iloc[np.flatnonzero(df['BoolCol'])],df.groupby('A').filter(lambda x: len(x) > 1),"df.groupby(['col1', 'col2'])['col3'].nunique().reset_index()"
75,Parsing XML in Python with regex,1,"print(re.search('>.*<', line).group(0))",print(soup.find('name').string),"soup.find('div', id='main-content').decompose()","print(re.search('>.*<', line).group(0))","re.findall('http://[^t][^s""]+\\.html', document)",element.get_attribute('innerHTML')
76,How to empty a file using Python,1,"open(filename, 'w').close()","f = open('yourfile.txt', 'w')","open(filename, 'w').close()","file = open('Output.txt', 'a')","with open('somefile.txt', 'a') as the_file:
    the_file.write('Hello\n')",[line.rstrip('\n') for line in file]
77,how to convert a string date into datetime format in python?,1,"datetime.datetime.strptime(string_date, '%Y-%m-%d %H:%M:%S.%f')","datetime.datetime.strptime(string_date, '%Y-%m-%d %H:%M:%S.%f')","time.strftime('%Y-%m-%d %H:%M:%S', time.localtime(1347517370))","time.strptime('30/03/09 16:31:32.123', '%d/%m/%y %H:%M:%S.%f')",datetime.datetime.fromtimestamp(s).strftime('%Y-%m-%d %H:%M:%S.%f'),(datetime.datetime.now() - datetime.timedelta(days=7)).date()
80,Subscripting text in matplotlib labels,1,"plt.plot(x, y, label='H\u2082O') <EOC> plt.plot(x, y, label='$H_2O$')",ax.set_rlabel_position(135),"ax.set_xticklabels(labels, rotation=45)","plt.plot(x, y, label='H\u2082O')","matplotlib.rc('font', **{'sans-serif': 'Arial', 'family': 'sans-serif'})","df.plot(kind='barh', stacked=True)"
83,selenium how to get the content of href within some targeted class,1,self.driver.find_element_by_css_selector('.someclass a').get_attribute('href'),self.driver.find_element_by_css_selector('.someclass a').get_attribute('href'),element.get_attribute('innerHTML'),driver.find_element_by_partial_link_text('Send').click(),driver.execute_script('return document.documentElement.outerHTML;'),driver.find_element_by_link_text('Send InMail').click()
113,Deleting a div with a particlular class using BeautifulSoup,1,"soup.find('div', id='main-content').decompose()","soup.find('div', id='main-content').decompose()",element.get_attribute('innerHTML'),"soup.find_all('span', {'class': 'starGryB sp'})",print(soup.find(text='Address:').findNext('td').contents[0]),print(soup.find('name').string)
109,How to insert strings with quotes and newlines into sqlite db with Python?,1,"c.execute(""INSERT INTO test VALUES (?, 'bar')"", (testfield,))","c.execute(""INSERT INTO test VALUES (?, 'bar')"", (testfield,))","db.execute(""INSERT INTO present VALUES('test2', ?, 10)"", (None,))",session.execute('INSERT INTO t1 (SELECT * FROM t2)'),"db.GqlQuery('SELECT * FROM Schedule WHERE station = $1', foo.key())","df.to_sql('test', engine, schema='a_schema')"
108,How do I change directory back to my original working directory with Python?,1,os.chdir(owd),os.chdir(owd),os.path.abspath('mydir/myfile.txt'),subprocess.call(['./test.sh']),subprocess.call(['notepad']),shutil.rmtree('/folder_name')
106,how to send the output of pprint module to a log file,1,"pprint.pprint(dataobject, logFile)",sys.stdout.write('.'),"pprint.pprint(dataobject, logFile)","print('hi there', file=f)",print('foo\nbar'.encode('string_escape')),"print('%*s : %*s' % (20, 'Python', 20, 'Very Good'))"
103,How can I check if a Pandas dataframe's index is sorted,1,all(df.index[:-1] <= df.index[1:]),all(df.index[:-1] <= df.index[1:]),df[df['BoolCol']].index.tolist(),df.iloc[np.flatnonzero(df['BoolCol'])],df[df['BoolCol'] == True].index.tolist(),df.loc[df['BoolCol']]
197,finding n largest differences between two lists,1,"heapq.nlargest(10, range(len(l1)), key=lambda i: abs(l1[i] - l2[i]))","heapq.nlargest(10, range(len(l1)), key=lambda i: abs(l1[i] - l2[i]))","sorted(list5, key=lambda vertex: (degree(vertex), vertex))","ut.sort(key=cmpfun, reverse=True)","sorted(list5, lambda x: (degree(x), x))","c2.sort(key=lambda row: (row[2], row[1]))"
55,how to get the last part of a string before a certain character?,1,"print(x.rpartition('-')[0]) <EOC> print(x.rsplit('-', 1)[0])",'abcd}def}'.rfind('}'),"re.search('\\[(.*)\\]', your_string).group(1)","print(x.rsplit('-', 1)[0])","re.findall('(.+?):(.+?)\\b ?', text)","s.split(' ', 4)"
100,How can I subtract or add 100 years to a datetime field in the database in Django?,1,MyModel.objects.update(timestamp=F('timestamp') + timedelta(days=36524.25)),MyModel.objects.update(timestamp=F('timestamp') + timedelta(days=36524.25)),Entry.objects.filter(pub_date__contains='08:00'),AuthorizedEmail.objects.filter(group=group).order_by('-added')[0],Entry.objects.filter()[:1].get(),(datetime.datetime.now() - datetime.timedelta(days=7)).date()
97,Re-read an open file Python,1,file.seek(0),file.seek(0),"open('outfile', 'w').write('#test firstline\n' + open('infile').read())","open(path, 'r')","open(filename, 'w').close()","f = open('yourfile.txt', 'w')"
95,How to copy a file using python?,1,"shutil.copy(srcfile, dstdir)","shutil.copy(srcfile, dstdir)","open(filename, 'w').close()","ftp.storlines('STOR ' + filename, open(filename, 'r'))","new_file = open('path/to/FILE_NAME.ext', 'w')",os.chdir(owd)
93,how to check the character count of a file in python,1,os.stat(filepath).st_size,os.stat(filepath).st_size,"""""""The big brown fox is brown"""""".count('brown')","data = [line.strip() for line in open('C:/name/MyDocuments/numbers', 'r')]","lst = map(int, open('filename.txt').readlines())",l.count('a')
91,Iterate through PyMongo Cursor as key-value pair,1,"records = dict((record['_id'], record) for record in cursor)","records = dict((record['_id'], record) for record in cursor)",result[0]['from_user'],"dict([('Name', 'Joe'), ('Age', 22)])","list.sort(key=lambda item: (item['points'], item['time']))","data.update({'a': 1, })"
90,"How to access a tag called ""name"" in BeautifulSoup",1,print(soup.find('name').string),"soup.find_all('span', {'class': 'starGryB sp'})",print(soup.find(text='Address:').findNext('td').contents[0]),print(soup.find('name').string),"soup.find('div', id='main-content').decompose()","re.findall('http://[^t][^s""]+\\.html', document)"
88,Replace a substring when it is a separate word,1,"re.sub('\\bH3\\b', 'H1', text)","text = re.sub('\\b(\\w+)( \\1\\b)+', '\\1', text)",[x.strip() for x in '2.MATCHES $$TEXT$$ STRING'.split('$$TEXT$$')],"re.findall('(.+?):(.+?)\\b ?', text)","re.sub('\\bH3\\b', 'H1', text)","re.split('[ ](?=[A-Z]+\\b)', input)"
99,python: Is this a wrong way to remove an element from a dict?,1,del d['ele'],{i: d[i] for i in d if i != 'c'},"(k for k, v in x.items() if v != 0)",list(dict.keys())[-1],len(list(yourdict.keys())),del d['ele']
51,Insert Null into SQLite3 in Python,1,"db.execute(""INSERT INTO present VALUES('test2', ?, 10)"", (None,))","db.execute(""INSERT INTO present VALUES('test2', ?, 10)"", (None,))","c.execute(""INSERT INTO test VALUES (?, 'bar')"", (testfield,))",session.execute('INSERT INTO t1 (SELECT * FROM t2)'),cursor.fetchone()[0],"db.GqlQuery('SELECT * FROM Schedule WHERE station = $1', foo.key())"
49,Identify duplicate values in a list in Python,1,"[k for k, v in list(Counter(mylist).items()) if v > 1]","[k for k, v in list(Counter(mylist).items()) if v > 1]",list(set(t)),"[[x, l.count(x)] for x in set(l)]",list(set(source_list)),"zip(*[('a', 1), ('b', 2), ('c', 3), ('d', 4)])"
48,How do I get the url parameter in a Flask view,1,request.args['myParam'],request.args['myParam'],app.run(debug=True),"return HttpResponse('Unauthorized', status=401)","Flask(__name__, template_folder='wherever')","return HttpResponse(data, mimetype='application/json')"
18,How can I parse a time string containing milliseconds in it with python?,1,"time.strptime('30/03/09 16:31:32.123', '%d/%m/%y %H:%M:%S.%f')","time.strftime('%Y-%m-%d %H:%M:%S', time.localtime(1347517370))","datetime.datetime.strptime(string_date, '%Y-%m-%d %H:%M:%S.%f')","time.strptime('30/03/09 16:31:32.123', '%d/%m/%y %H:%M:%S.%f')",datetime.datetime.fromtimestamp(s).strftime('%Y-%m-%d %H:%M:%S.%f'),"time.strftime('%Y-%m-%d %H:%M:%S', time.gmtime(1236472051807 / 1000.0))"
17,OSError: [WinError 193] %1 is not a valid Win32 application,1,"subprocess.call(['python.exe', 'hello.py', 'htmlfilename.htm'])","re.search('(?<!Distillr)\\\\AcroTray\\.exe', 'C:\\SomeDir\\AcroTray.exe')","subprocess.call(['python.exe', 'hello.py', 'htmlfilename.htm'])",subprocess.Popen(['c:\\Program Files\\VMware\\VMware Server\\vmware-cmd.bat']),"os.system('powershell.exe', 'script.ps1')",os.path.basename(os.path.dirname(os.path.realpath(__file__)))
15,"Python, how to enable all warnings?",1,warnings.simplefilter('always'),warnings.simplefilter('always'),"print('hi there', file=f)",time.sleep(1),"os.kill(os.getpid(), signal.SIGUSR1)","try:
    os.makedirs(path)
except OSError as exception:
    if (exception.errno != errno.EEXIST):
        raise"
14,How to calculate the sum of all columns of a 2D numpy array (efficiently),1,a.sum(axis=1),a.sum(axis=1),"data.reshape(-1, j).mean(axis=1).reshape(data.shape[0], -1)","np.mean(a, axis=1)",[sum(row[i] for row in array) for i in range(len(array[0]))],"a[np.where((a[:, (0)] == 0) * (a[:, (1)] == 1))]"
13,Fastest way to get the first object from a queryset in django?,1,Entry.objects.filter()[:1].get(),Entry.objects.filter()[:1].get(),Entry.objects.filter(pub_date__contains='08:00'),AuthorizedEmail.objects.filter(group=group).order_by('-added')[0],"next(itertools.islice(range(10), 5, 5 + 1))","max(lis, key=itemgetter(1))[0]"
12,How to join mixed list (array) (with integers in it) in Python?,1,""""""":"""""".join(str(x) for x in b)",a.extend(list(b)),[''.join(str(d) for d in x) for x in L],"print(concatenate((a, b), axis=0))","print(concatenate((a, b), axis=1))",""""""":"""""".join(str(x) for x in b)"
20,"In Python script, how do I set PYTHONPATH?",1,sys.path.append('/path/to/whatever'),sys.path.append('/path/to/whatever'),"os.system('gnome-terminal -e \'bash -c ""sudo apt-get update; exec bash""\'')","sys.path.append(os.path.join(os.path.dirname(__file__), 'subdir'))","subprocess.call('/usr/bin/Rscript --vanilla /pathto/MyrScript.r', shell=True)",distutils.dir_util.mkpath(path)
11,How do I split a multi-line string into multiple lines?,1,inputString.split('\n') <EOC> ' a \n b \r\n c '.split('\n'),' a \n b \r\n c '.split('\n'),"""""""QH QD JC KD JS"""""".split()",[line.split() for line in open('File.txt')],text.split(),line.split()
8,Finding the intersection between two series in Pandas,1,pd.Series(list(set(s1).intersection(set(s2)))),pd.Series(list(set(s1).intersection(set(s2)))),all(df.index[:-1] <= df.index[1:]),"df1.merge(df2, on='Date_Time')",df['A'][(df['B'] > 50) & (df['C'] == 900)],df['D'] = df['B']
6,Python: how to get the final output of multiple system commands?,1,"subprocess.check_output('ps -ef | grep something | wc -l', shell=True)",subprocess.call(['./test.sh']),"subprocess.Popen(['background-process', 'arguments'])","os.system('powershell.exe', 'script.ps1')","subprocess.call('sleep.sh', shell=True)","subprocess.check_output('ps -ef | grep something | wc -l', shell=True)"
4,How to convert a string from CP-1251 to UTF-8?,1,d.decode('cp1251').encode('utf8'),s.encode('iso-8859-15'),'Sopet\xc3\xb3n'.encode('latin-1').decode('utf-8'),d.decode('cp1251').encode('utf8'),print('\xd0\xbf\xd1\x80\xd0\xb8'.encode('raw_unicode_escape')),"""""""\\a"""""".decode('string_escape')"
3,Format string dynamically,1,"print('%*s : %*s' % (20, 'Python', 20, 'Very Good'))",elements = ['%{0}%'.format(element) for element in elements],"""""""({0.goals} goals, ${0.penalties})"""""".format(self)","print('%*s : %*s' % (20, 'Python', 20, 'Very Good'))","""""""({} goals, ${})"""""".format(self.goals, self.penalties)","""""""({:d} goals, ${:d})"""""".format(self.goals, self.penalties)"
2,check if all elements in a list are identical,1,all(x == myList[0] for x in myList),all(x == myList[0] for x in myList),"result = ((a for (a, b) in original), (b for (a, b) in original))",list(set(t)),list(set(source_list)),"result = ([a for (a, b) in original], [b for (a, b) in original])"
1,Decode Hex String in Python 3,1,bytes.fromhex('4a4b4c').decode('utf-8'),"""""""\\xF3\\xBE\\x80\\x80"""""".replace('\\x', '').decode('hex')",bytes.fromhex('4a4b4c').decode('utf-8'),"""""""\\a"""""".decode('string_escape')","""""""\\x89\\n"""""".decode('string_escape')",s.encode('iso-8859-15')
9,Sending http headers with python,1,client.send('HTTP/1.0 200 OK\r\n'),client.send('HTTP/1.0 200 OK\r\n'),"requests.post(url, data=DATA, headers=HEADERS_DICT, auth=(username, password))","r = requests.post(url, files=files, headers=headers, data=data)",r = requests.get(url),"urllib.request.urlretrieve(url, file_name)"
114,How to filter rows containing a string pattern from a Pandas dataframe,1,df[df['ids'].str.contains('ball')],df.loc[df[0].str.contains('(Hel|Just)')],df[df['ids'].str.contains('ball')],df.b.str.contains('^f'),"df.replace({'\n': '<br>'}, regex=True)",df[df['BoolCol'] == True].index.tolist()
22,How to read data from Excel and write it to text file line by line?,1,"file = open('Output.txt', 'a')","open(filename, 'w').close()",writer.writeheader(),"file = open('Output.txt', 'a')","f = open('yourfile.txt', 'w')",myfile.write('\n'.join(lines))
25,Remove key from dictionary in Python returning new dictionary,1,{i: d[i] for i in d if i != 'c'},{i: d[i] for i in d if i != 'c'},"[value for key, value in list(dict1.items()) if key.startswith('EMP$$')]",d['mynewkey'] = 'mynewvalue',del d['ele'],list(dict.keys())[-1]
46,How to encode text to base64 in python,1,"base64.b64encode(bytes('your string', 'utf-8'))","base64.b64encode(bytes('your string', 'utf-8'))",s.encode('iso-8859-15'),bytes.fromhex('4a4b4c').decode('utf-8'),"""""""\\xF3\\xBE\\x80\\x80"""""".replace('\\x', '').decode('hex')",encoded = base64.b64encode('data to be encoded')
44,Getting the date of 7 days ago from current date in python,1,(datetime.datetime.now() - datetime.timedelta(days=7)).date(),(datetime.datetime.now() - datetime.timedelta(days=7)).date(),"(t - datetime.datetime(1970, 1, 1)).total_seconds()",datetime.datetime.now(),"datetime.datetime.strptime(string_date, '%Y-%m-%d %H:%M:%S.%f')","then = datetime.datetime.strptime(when, '%Y-%m-%d').date()"
43,converting epoch time with milliseconds to datetime,1,"datetime.datetime.fromtimestamp(s).strftime('%Y-%m-%d %H:%M:%S.%f') <EOC> time.strftime('%Y-%m-%d %H:%M:%S', time.gmtime(1236472051807 / 1000.0))","(t - datetime.datetime(1970, 1, 1)).total_seconds()","time.strftime('%Y-%m-%d %H:%M:%S', time.gmtime(1236472051807 / 1000.0))","time.strftime('%Y-%m-%d %H:%M:%S', time.localtime(1347517370))","time.strptime('30/03/09 16:31:32.123', '%d/%m/%y %H:%M:%S.%f')","datetime.datetime.strptime(string_date, '%Y-%m-%d %H:%M:%S.%f')"
42,python reverse tokens in a string,1,"""""""."""""".join(s.split('.')[::-1])","""""""QH QD JC KD JS"""""".split()",""""""" """""".join(my_string.split())","print(x.rsplit('-', 1)[0])","""""""."""""".join(s.split('.')[::-1])","mystring.replace(' ', '! !').split('!')"
40,Print a list in reverse order with range()?,1,list(reversed(list(range(10)))),list(reversed(list(range(10)))),[x[::-1] for x in b],print(l[3:] + l[:3]),"print(' '.join(map(str, l)))","l.sort(key=lambda t: len(t[1]), reverse=True)"
37,Python: Perform an operation on each dictionary value,1,"my_dict.update((x, y * 2) for x, y in list(my_dict.items()))",{i[1]: i[0] for i in list(myDictionary.items())},"res = dict((v, k) for k, v in a.items())","my_dict.update((x, y * 2) for x, y in list(my_dict.items()))",[mydict[x] for x in mykeys],{i: d[i] for i in d if i != 'c'}
24,Python's argparse to show program's version with prog and version string formatting,1,"parser.add_argument('--version', action='version', version='%(prog)s 2.0')","parser.add_argument('--version', action='version', version='%(prog)s 2.0')","print('%*s : %*s' % (20, 'Python', 20, 'Very Good'))","print('hi there', file=f)",sys.stdout.write('.'),"print('""{}""'.format(word))"
36,Convert hex to float,1,"struct.unpack('!f', '470FC614'.decode('hex'))[0]","struct.unpack('H', struct.pack('h', number))","struct.unpack('!f', '470FC614'.decode('hex'))[0]",str(int(x) + 1).zfill(len(x)),"""""""\\xF3\\xBE\\x80\\x80"""""".replace('\\x', '').decode('hex')",bytes.fromhex('4a4b4c').decode('utf-8')
31,Numpy: Multiplying a matrix with a 3d tensor -- Suggestion,1,"scipy.tensordot(P, T, axes=[1, 1]).swapaxes(0, 1)","scipy.tensordot(P, T, axes=[1, 1]).swapaxes(0, 1)","data.reshape(-1, j).mean(axis=1).reshape(data.shape[0], -1)","numpy.zeros((3, 3, 3))","a[np.where((a[:, (0)] == 0) * (a[:, (1)] == 1))]","x = np.asarray(x).reshape(1, -1)[(0), :]"
30,Python save list and read data from file,1,"pickle.dump(mylist, open('save.txt', 'wb'))","data = [line.strip() for line in open('C:/name/MyDocuments/numbers', 'r')]","lol = list(csv.reader(open('text.txt', 'rb'), delimiter='\t'))","lst = map(int, open('filename.txt').readlines())",[line.split() for line in open('File.txt')],"pickle.dump(mylist, open('save.txt', 'wb'))"
29,Auto reloading python Flask app upon code changes,1,app.run(debug=True),"Flask(__name__, template_folder='wherever')",app.run(debug=True),"sys.path.insert(1, os.path.join(os.path.dirname(__file__), 'apps'))",app.config['SECRET_KEY'] = 'Your_secret_string',"os.system('gnome-terminal -e \'bash -c ""sudo apt-get update; exec bash""\'')"
